acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,timestamp
0.9194421,4.6618166,8.611769,0.0070249503,-0.0027488936,-0.008552114,20240202_130817_899
0.9098708,4.657031,8.602198,0.00580322,-3.0543262E-4,-0.009773844,20240202_130817_901
0.90029955,4.64746,8.597412,0.0070249503,-0.0015271631,-0.009773844,20240202_130817_904
0.9098708,4.633103,8.56451,0.008246681,-0.003970624,-0.008552114,20240202_130817_906
0.90029955,4.642674,8.574081,0.0070249503,-0.003970624,-0.008552114,20240202_130817_908
0.9098708,4.633103,8.569296,0.008246681,-0.0015271631,-0.007330383,20240202_130817_910
0.8859426,4.642674,8.574081,0.009468411,-0.005192355,-0.0061086523,20240202_130817_912
0.89072824,4.64746,8.574081,0.0106901415,-0.003970624,-0.0061086523,20240202_130817_915
0.8955139,4.6522455,8.606983,0.011911872,-0.003970624,-0.0061086523,20240202_130817_916
0.89072824,4.671388,8.592627,0.0106901415,-0.003970624,-0.004886922,20240202_130817_918
0.8955139,4.671388,8.616554,0.0106901415,-0.005192355,-0.0036651916,20240202_130817_920
0.8955139,4.666602,8.606983,0.009468411,-0.0027488936,-0.004886922,20240202_130817_923
0.8955139,4.685745,8.597412,0.0106901415,-3.0543262E-4,-0.0036651916,20240202_130817_925
0.8811569,4.6953163,8.602198,0.009468411,-0.0027488936,-0.004886922,20240202_130817_928
0.8811569,4.6761737,8.559725,0.011911872,-0.0015271631,-0.004886922,20240202_130817_929
0.8859426,4.680959,8.563912,0.0106901415,-0.0015271631,-0.0036651916,20240202_130817_932
0.8811569,4.680959,8.56451,0.0106901415,-0.0015271631,-0.004886922,20240202_130817_933
0.8811569,4.6618166,8.56451,0.009468411,-0.003970624,-0.004886922,20240202_130817_935
0.87158567,4.671388,8.559725,0.011911872,-0.0015271631,-0.004886922,20240202_130817_938
0.8668,4.6522455,8.545368,0.011911872,-0.003970624,-0.004886922,20240202_130817_940
0.86201435,4.6618166,8.545368,0.008246681,-0.003970624,-0.002443461,20240202_130817_942
0.87158567,4.671388,8.550154,0.008246681,-0.003970624,-0.002443461,20240202_130817_945
0.8811569,4.6761737,8.559725,0.00580322,-0.0015271631,-0.002443461,20240202_130817_946
0.8668,4.680959,8.540583,0.00580322,-0.0015271631,-0.0012217305,20240202_130817_948
0.86201435,4.690531,8.574081,0.0070249503,-3.0543262E-4,-0.002443461,20240202_130817_951
0.87158567,4.6953163,8.563912,0.0021380284,-3.0543262E-4,-0.0012217305,20240202_130817_952
0.8572287,4.685745,8.578867,0.0021380284,0.0021380284,0.0012217305,20240202_130817_954
0.8572287,4.6761737,8.554939,9.162979E-4,9.162979E-4,0.0012217305,20240202_130817_957
0.8428718,4.6953163,8.554939,-3.0543262E-4,0.0021380284,-0.0,20240202_130817_959
0.84765744,4.685745,8.559725,-0.0027488936,0.0021380284,0.0012217305,20240202_130817_961
0.8668,4.6761737,8.535796,-0.0027488936,-3.0543262E-4,-0.0,20240202_130817_963
0.8572287,4.666602,8.550154,-0.005192355,-0.0015271631,-0.0,20240202_130817_966
0.84765744,4.657031,8.550154,-0.0076358155,-0.003970624,0.0022907446,20240202_130817_968
0.86201435,4.666602,8.545368,-0.006414085,-0.0015271631,0.002443461,20240202_130817_970
0.87637126,4.671388,8.531011,-0.008857546,-0.0027488936,0.0035124752,20240202_130817_972
0.87158567,4.6761737,8.545368,-0.0076358155,-0.003970624,0.0036651916,20240202_130817_975
0.86201435,4.6618166,8.574081,-0.0076358155,-0.003970624,0.0035124752,20240202_130817_977
0.87158567,4.666602,8.554939,-0.008857546,-0.0027488936,0.0035124752,20240202_130817_979
0.8668,4.6761737,8.569296,-0.011301007,-0.005192355,0.0022907446,20240202_130817_980
0.87158567,4.666602,8.602796,-0.0125227375,-0.0027488936,0.0035124752,20240202_130817_983
0.87158567,4.680959,8.569296,-0.011301007,-3.0543262E-4,0.0035124752,20240202_130817_985
0.8811569,4.666602,8.569296,-0.0125227375,-0.006414085,0.0022907446,20240202_130817_987
0.8811569,4.6618166,8.569296,-0.0125227375,-0.003970624,0.0035124752,20240202_130817_990
0.8811569,4.6522455,8.550154,-0.011301007,-0.003970624,0.0022907446,20240202_130817_991
0.87158567,4.657031,8.56451,-0.0125227375,-0.006414085,0.0010690142,20240202_130817_994
0.87158567,4.6618166,8.574081,-0.016187929,-0.006414085,-1.5271631E-4,20240202_130817_996
0.8428718,4.671388,8.588439,-0.013744468,-0.008857546,-0.0013744468,20240202_130817_998
0.78065836,4.6761737,8.559725,-0.014966198,-0.010079277,-0.0050396384,20240202_130818_001
0.8428718,4.6283174,8.626724,-0.016187929,-0.011301007,-0.0062613687,20240202_130818_002
0.91465646,4.6091747,8.583653,-0.014966198,-0.0076358155,-0.0062613687,20240202_130818_005
0.95772725,4.6139603,8.569296,-0.014966198,-0.011301007,-0.0038179078,20240202_130818_006
0.9816555,4.618746,8.559725,-0.016187929,-0.0125227375,0.0010690142,20240202_130818_019
0.94337034,4.6235313,8.559725,-0.016187929,-0.0125227375,0.0010690142,20240202_130818_020
0.91465646,4.642674,8.583653,-0.014966198,-0.014966198,0.0035124752,20240202_130818_020
0.8811569,4.642674,8.612367,-0.013744468,-0.014966198,0.0035124752,20240202_130818_021
0.87637126,4.642674,8.607581,-0.014966198,-0.011301007,0.0035124752,20240202_130818_021
0.8572287,4.6283174,8.617152,-0.0125227375,-0.008857546,0.0047342055,20240202_130818_022
0.87637126,4.633103,8.626724,-0.0125227375,-0.008857546,0.0047342055,20240202_130818_022
0.87637126,4.6235313,8.612367,-0.0125227375,-0.006414085,0.0047342055,20240202_130818_025
0.8955139,4.633103,8.602796,-0.0076358155,-0.0027488936,0.004886922,20240202_130818_026
0.9098708,4.6283174,8.588439,-0.005192355,-0.005192355,0.004886922,20240202_130818_028
0.9194421,4.633103,8.612367,-0.005192355,-0.0015271631,0.008552114,20240202_130818_030
0.91465646,4.642674,8.617152,-0.00290161,0.004581489,0.008552114,20240202_130818_032
0.91465646,4.642674,8.626724,0.001985312,0.004581489,0.010995574,20240202_130818_034
0.9098708,4.64746,8.607581,0.0032070426,0.0070249503,0.012217305,20240202_130818_037
0.91465646,4.642674,8.617152,0.004428773,0.009468411,0.013439035,20240202_130818_039
0.89072824,4.657031,8.617152,0.008093964,0.011911872,0.013439035,20240202_130818_041
0.8955139,4.642674,8.626724,0.010537425,0.011911872,0.014813482,20240202_130818_043
0.8955139,4.6522455,8.612367,0.011759156,0.011759156,0.013591751,20240202_130818_045
0.89072824,4.6522455,8.611769,0.0154243475,0.012980887,0.013591751,20240202_130818_048
0.89072824,4.6618166,8.58784,0.01786781,0.011759156,0.012370021,20240202_130818_049
0.89072824,4.6761737,8.592627,0.01786781,0.011759156,0.012370021,20240202_130818_051
0.8955139,4.685745,8.597412,0.016646078,0.0106901415,0.007483099,20240202_130818_054
0.89072824,4.685745,8.597412,0.01786781,0.008246681,0.007483099,20240202_130818_056
0.8955139,4.680959,8.602198,0.016646078,0.009468411,0.0050396384,20240202_130818_057
0.90508515,4.680959,8.592627,0.014202617,0.008246681,0.0038179078,20240202_130818_061
0.8955139,4.671388,8.597412,0.010537425,0.0070249503,0.0012217305,20240202_130818_063
0.90029955,4.642674,8.602198,0.008246681,0.0033597588,-0.0,20240202_130818_065
0.8859426,4.6378884,8.569296,0.008246681,0.0033597588,-0.0,20240202_130818_067
0.8811569,4.6283174,8.583653,0.004581489,9.162979E-4,-0.002443461,20240202_130818_069
0.8859426,4.618746,8.550154,0.00580322,-0.003970624,-0.0,20240202_130818_071
0.8811569,4.6139603,8.535796,0.004581489,-0.0076358155,-0.0,20240202_130818_073
0.8811569,4.6283174,8.531011,0.0033597588,-0.010079277,-0.0012217305,20240202_130818_075
0.89072824,4.6378884,8.535796,0.0021380284,-0.013744468,-0.0,20240202_130818_077
0.8955139,4.6522455,8.554939,9.162979E-4,-0.013744468,0.0012217305,20240202_130818_079
0.90508515,4.6522455,8.569296,-0.0015271631,-0.016187929,0.0012217305,20240202_130818_081
0.89072824,4.6618166,8.559725,-0.0015271631,-0.014966198,0.0012217305,20240202_130818_084
0.8811569,4.666602,8.56451,-0.0027488936,-0.016187929,0.0022907446,20240202_130818_086
0.8955139,4.657031,8.550154,-0.005192355,-0.01740966,0.0010690142,20240202_130818_088
0.87637126,4.657031,8.550154,-0.005192355,-0.016187929,0.0022907446,20240202_130818_090
0.90029955,4.64746,8.550154,-0.003970624,-0.014966198,0.0010690142,20240202_130818_092
0.90029955,4.666602,8.554939,-0.003970624,-0.016187929,0.0010690142,20240202_130818_094
0.9242278,4.6618166,8.559127,-0.003970624,-0.014966198,0.0035124752,20240202_130818_097
0.9098708,4.6761737,8.563912,-0.003970624,-0.016187929,0.0010690142,20240202_130818_099
0.91465646,4.671388,8.559127,-0.003970624,-0.014966198,0.0010690142,20240202_130818_101
0.9242278,4.680959,8.554341,-0.0027488936,-0.0125227375,-0.0012217305,20240202_130818_103
0.9290134,4.671388,8.573483,-0.003970624,-0.0125227375,-1.5271631E-4,20240202_130818_105
0.9098708,4.685745,8.58784,-0.0015271631,-0.010079277,-0.0,20240202_130818_107
0.9242278,4.666602,8.559127,-0.0027488936,-0.006414085,-0.0,20240202_130818_109
0.9194421,4.6522455,8.568698,-0.0027488936,-0.0076358155,-0.0,20240202_130818_113
0.91465646,4.64746,8.569296,-0.0015271631,-0.0076358155,0.002443461,20240202_130818_114
0.9098708,4.64746,8.574081,-0.0015271631,-0.003970624,0.0036651916,20240202_130818_116
0.9242278,4.657031,8.602796,9.162979E-4,-0.0027488936,0.0036651916,20240202_130818_118
0.93320084,4.6761737,8.602198,9.162979E-4,-3.0543262E-4,0.004886922,20240202_130818_120
0.93320084,4.690531,8.58784,0.004428773,0.0033597588,0.004886922,20240202_130818_122
0.94277215,4.690531,8.583055,0.0021380284,0.0021380284,0.0061086523,20240202_130818_124
0.9284152,4.6953163,8.578269,9.162979E-4,0.0021380284,0.0061086523,20240202_130818_127
0.9379865,4.690531,8.573483,0.001985312,0.0033597588,0.007330383,20240202_130818_129
0.9290134,4.6761737,8.569296,0.0033597588,0.0033597588,0.0036651916,20240202_130818_131
0.9194421,4.666602,8.574081,0.004581489,0.0021380284,0.0036651916,20240202_130818_133
0.933799,4.680959,8.574081,0.00580322,0.004581489,-0.0,20240202_130818_135
0.933799,4.685745,8.569296,0.004581489,0.00580322,-0.0,20240202_130818_137
0.9242278,4.680959,8.583653,0.0021380284,0.004581489,-0.002443461,20240202_130818_140
0.9379865,4.680959,8.592627,-0.0015271631,0.00580322,-0.0036651916,20240202_130818_141
0.933799,4.666602,8.578867,-0.0027488936,0.008246681,-0.0061086523,20240202_130818_144
0.933799,4.657031,8.612367,-0.0027488936,0.008246681,-0.008552114,20240202_130818_146
0.9385847,4.6283174,8.607581,-0.0076358155,0.0070249503,-0.008552114,20240202_130818_148
0.9098708,4.6139603,8.583653,-0.008857546,0.009315695,-0.009773844,20240202_130818_150
0.90508515,4.599603,8.574081,-0.0125227375,0.008093964,-0.00992656,20240202_130818_153
0.90508515,4.599603,8.574081,-0.0125227375,0.010537425,-0.011148291,20240202_130818_155
0.90029955,4.5948176,8.56451,-0.014966198,0.00580322,-0.011148291,20240202_130818_156
0.8859426,4.6091747,8.578867,-0.016187929,0.009315695,-0.012370021,20240202_130818_158
0.8859426,4.6139603,8.583653,-0.01863139,0.006872234,-0.011148291,20240202_130818_161
0.87158567,4.618746,8.593225,-0.01985312,0.006872234,-0.011148291,20240202_130818_163
0.87637126,4.618746,8.588439,-0.01863139,0.009315695,-0.011148291,20240202_130818_165
0.8668,4.633103,8.607581,-0.02107485,0.009315695,-0.00992656,20240202_130818_167
0.86201435,4.6139603,8.602796,-0.01985312,0.008093964,-0.00870483,20240202_130818_169
0.84765744,4.618746,8.593225,-0.01985312,0.009315695,-0.0062613687,20240202_130818_172
0.8572287,4.633103,8.583653,-0.01740966,0.008093964,-0.007483099,20240202_130818_174
0.86201435,4.6283174,8.583653,-0.01740966,0.006872234,-0.0062613687,20240202_130818_176
0.8572287,4.6378884,8.602796,-0.0125227375,0.00580322,-0.0038179078,20240202_130818_178
0.8572287,4.6522455,8.588439,-0.011301007,0.008246681,-0.0038179078,20240202_130818_180
0.84765744,4.6618166,8.612367,-0.010079277,0.004581489,-0.0013744468,20240202_130818_183
0.84765744,4.680959,8.626724,-0.005192355,0.00580322,-0.002443461,20240202_130818_185
0.8428718,4.680959,8.621938,-0.0027488936,0.0070249503,-0.0012217305,20240202_130818_187
0.85244304,4.690531,8.621938,-3.0543262E-4,0.004581489,0.0012217305,20240202_130818_189
0.8859426,4.690531,8.607581,0.0033597588,0.0106901415,-0.0,20240202_130818_191
1.0049855,4.7575297,8.539984,0.004581489,-3.0543262E-4,-0.0012217305,20240202_130818_193
0.87637126,4.7341995,8.330612,0.008246681,-0.018478673,-0.0,20240202_130818_195
0.718445,4.6235313,8.555537,0.013133603,-0.014813482,-0.0,20240202_130818_198
0.6897311,4.5852466,8.68475,0.0143553335,-0.012370021,0.0012217305,20240202_130818_200
0.8045866,4.627719,8.760722,0.016646078,-0.005192355,0.0012217305,20240202_130818_201
0.91884387,4.685147,8.73141,0.016646078,-3.0543262E-4,0.004886922,20240202_130818_204
0.9619147,4.6755753,8.659625,0.014202617,9.162979E-4,0.007330383,20240202_130818_206
0.9667004,4.685745,8.616554,0.0154243475,0.0033597588,0.011148291,20240202_130818_208
0.9523434,4.7096734,8.563912,0.0154243475,0.0021380284,0.013591751,20240202_130818_210
0.9379865,4.7048874,8.545368,0.01786781,0.0021380284,0.013591751,20240202_130818_212
0.9098708,4.700102,8.516654,0.016646078,-3.0543262E-4,0.012370021,20240202_130818_214
0.89072824,4.6953163,8.5118685,0.0154243475,-3.0543262E-4,0.012217305,20240202_130818_218
0.89072824,4.666602,8.497512,0.016646078,-0.0015271631,0.012370021,20240202_130818_220
0.8955139,4.6522455,8.516654,0.016646078,9.162979E-4,0.00992656,20240202_130818_221
0.90508515,4.64746,8.516654,0.011759156,0.0021380284,0.009773844,20240202_130818_224
0.9194421,4.633103,8.550154,0.010537425,0.0021380284,0.010995574,20240202_130818_225
0.9290134,4.633103,8.569296,0.009315695,0.004581489,0.009773844,20240202_130818_227
0.933799,4.642674,8.578867,0.006872234,0.008246681,0.010995574,20240202_130818_230
0.9385847,4.657031,8.550154,0.004428773,0.004581489,0.009773844,20240202_130818_232
0.9385847,4.6522455,8.550154,0.001985312,0.00580322,0.009773844,20240202_130818_234
0.91465646,4.657031,8.540583,0.001985312,0.00580322,0.010995574,20240202_130818_236
0.9290134,4.6618166,8.52144,-0.00290161,0.004581489,0.010995574,20240202_130818_238
0.9098708,4.642674,8.531011,-0.0016798794,0.00580322,0.009773844,20240202_130818_240
0.9194421,4.64746,8.550154,-0.005192355,0.0021380284,0.009773844,20240202_130818_242
0.90508515,4.642674,8.56451,-0.006414085,0.0021380284,0.009773844,20240202_130818_245
0.90508515,4.666602,8.574081,-0.008857546,9.162979E-4,0.007330383,20240202_130818_247
0.8955139,4.6618166,8.578867,-0.011301007,-0.0015271631,0.0047342055,20240202_130818_249
0.8955139,4.6522455,8.578867,-0.011301007,-3.0543262E-4,0.005955936,20240202_130818_252
0.90029955,4.666602,8.569296,-0.014966198,-0.005192355,0.0022907446,20240202_130818_254
0.89072824,4.657031,8.574081,-0.014966198,-0.003970624,0.0022907446,20240202_130818_255
0.8859426,4.657031,8.578867,-0.01740966,-0.003970624,0.0022907446,20240202_130818_257
0.89072824,4.642674,8.602796,-0.016187929,-0.005192355,0.0022907446,20240202_130818_260
0.8811569,4.657031,8.607581,-0.013744468,-0.003970624,0.0022907446,20240202_130818_262
0.8859426,4.64746,8.59801,-0.013744468,-0.003970624,0.0035124752,20240202_130818_264
0.8811569,4.6522455,8.593225,-0.0125227375,-0.005192355,0.0047342055,20240202_130818_267
0.8668,4.642674,8.588439,-0.010079277,-0.010079277,0.0035124752,20240202_130818_269
0.8668,4.657031,8.621938,-0.005192355,-0.0027488936,0.0061086523,20240202_130818_270
0.85244304,4.64746,8.63151,-0.0027488936,-0.005192355,0.0061086523,20240202_130818_273
0.87637126,4.642674,8.612367,9.162979E-4,-0.005192355,0.004886922,20240202_130818_275
0.86201435,4.642674,8.617152,0.0021380284,-0.0027488936,0.007330383,20240202_130818_277
0.87158567,4.642674,8.617152,0.006872234,-0.0015271631,0.007330383,20240202_130818_279
0.87158567,4.633103,8.626724,0.010537425,9.162979E-4,0.0061086523,20240202_130818_281
0.8668,4.642674,8.63151,0.014202617,0.0021380284,0.0061086523,20240202_130818_283
0.8859426,4.642674,8.626724,0.014202617,0.0021380284,0.0061086523,20240202_130818_285
0.87158567,4.642674,8.626724,0.016646078,9.162979E-4,0.0062613687,20240202_130818_288
0.87158567,4.6378884,8.617152,0.019089539,-3.0543262E-4,0.0050396384,20240202_130818_290
0.8811569,4.633103,8.612367,0.02031127,0.0021380284,0.0050396384,20240202_130818_292
0.8811569,4.642674,8.607581,0.021533,-3.0543262E-4,0.0038179078,20240202_130818_294
0.86201435,4.6378884,8.583653,0.02031127,-0.0015271631,0.0025961774,20240202_130818_297
0.87637126,4.6235313,8.593225,0.02031127,-0.0015271631,0.0025961774,20240202_130818_298
0.90029955,4.633103,8.583653,0.021533,-0.0027488936,0.0013744468,20240202_130818_301
0.90508515,4.642674,8.588439,0.019089539,-0.0076358155,0.0012217305,20240202_130818_303
0.89072824,4.6378884,8.583653,0.019089539,-0.003970624,0.0013744468,20240202_130818_305
0.90508515,4.642674,8.593225,0.01786781,-0.006414085,0.0012217305,20240202_130818_307
0.91465646,4.633103,8.578867,0.016646078,-0.008857546,0.0012217305,20240202_130818_310
0.9242278,4.6522455,8.574081,0.0143553335,-0.011301007,-0.0,20240202_130818_312
0.91465646,4.657031,8.569296,0.015577064,-0.010079277,-0.0,20240202_130818_315
0.91465646,4.6378884,8.540583,0.013133603,-0.0125227375,-0.0,20240202_130818_316
0.933799,4.6522455,8.574081,0.013133603,-0.013591751,0.0012217305,20240202_130818_318
0.9385847,4.6522455,8.56451,0.013133603,-0.0125227375,-0.0,20240202_130818_321
0.94337034,4.6618166,8.549556,0.0106901415,-0.014966198,-0.0,20240202_130818_322
0.94337034,4.671388,8.563912,0.008246681,-0.0125227375,-0.0012217305,20240202_130818_324
0.9385847,4.6618166,8.549556,0.0070249503,-0.0125227375,-0.002443461,20240202_130818_327
0.9385847,4.666602,8.559127,0.008246681,-0.010079277,-0.0012217305,20240202_130818_329
0.94337034,4.6618166,8.549556,0.0033597588,-0.008857546,-0.002443461,20240202_130818_331
0.96729857,4.666602,8.554341,0.0033597588,-0.010079277,-0.0036651916,20240202_130818_332
0.95772725,4.666602,8.539984,9.162979E-4,-0.008857546,-0.0036651916,20240202_130818_336
0.9529416,4.680959,8.535198,-3.0543262E-4,-0.006414085,-0.004886922,20240202_130818_337
0.948156,4.690531,8.544769,-3.0543262E-4,-0.006414085,-0.004886922,20240202_130818_339
0.95772725,4.700102,8.530413,-0.0015271631,-0.005192355,-0.007330383,20240202_130818_341
0.9529416,4.685745,8.535198,-0.0027488936,-0.0027488936,-0.007330383,20240202_130818_343
0.9529416,4.685745,8.535198,-0.0027488936,-0.005192355,-0.008552114,20240202_130818_345
0.948156,4.700102,8.539984,-0.006414085,-0.003970624,-0.00992656,20240202_130818_348
0.948156,4.700102,8.544769,-0.006414085,-0.0027488936,-0.012370021,20240202_130818_350
0.933799,4.6953163,8.539984,-0.010079277,-0.006414085,-0.012370021,20240202_130818_352
0.9290134,4.685745,8.530413,-0.0076358155,-0.003970624,-0.012370021,20240202_130818_354
0.9194421,4.6953163,8.535198,-0.011148291,-0.003970624,-0.016035212,20240202_130818_356
0.91465646,4.680959,8.539984,-0.011301007,-0.0027488936,-0.014813482,20240202_130818_358
0.9098708,4.680959,8.563912,-0.013591751,-0.006414085,-0.017256944,20240202_130818_360
0.90508515,4.657031,8.554939,-0.016035212,-0.005192355,-0.017256944,20240202_130818_364
0.91465646,4.6522455,8.554939,-0.018478673,-0.006414085,-0.017256944,20240202_130818_365
